record_id,redcap_survey_identifier,participant_information_sheet_informed_consent_timestamp,prolific_id,prolific_study_id,prolific_session_id,consent_01___1,consent_02___1,participant_information_sheet_informed_consent_complete,your_demographic_information_timestamp,demographics_age,demographics_sex,demographics_gender,demographics_gender_text,demographics_language,demographics_tz,demographics_occupation,attentioncheck_01,your_demographic_information_complete,template_timestamp,design_appearance,design_wearlikelihoodrating_public,design_wearlikelihoodrating_home,design_wearlikelihoodrating_work,design_wearlikelihoodrating_social,design_wearlikelihoodrating_exercise,design_wearduration,design_restrict,design_difficulty,design_check,template_complete,wrist_timestamp,design_appearance_wrist,design_wearlikelihoodrating_public_wrist,design_wearlikelihoodrating_home_wrist,design_wearlikelihoodrating_work_wrist,design_wearlikelihoodrating_social_wrist,design_wearlikelihoodrating_exercise_wrist,design_wearduration_wrist,design_restrict_wrist,design_difficulty_wrist,design_check_wrist,wrist_complete,collar_pin_timestamp,design_appearance_collarpin,design_wearlikelihoodrating_public_collarpin,design_wearlikelihoodrating_home_collarpin,design_wearlikelihoodrating_work_collarpin,attentioncheck_02,design_wearlikelihoodrating_social_collarpin,design_wearlikelihoodrating_exercise_collarpin,design_wearduration_collarpin,design_restrict_collarpin,design_difficulty_collarpin,design_check_collarpin,collar_pin_complete,glasses_timestamp,design_appearance_glasses,design_wearlikelihoodrating_public_glasses,design_wearlikelihoodrating_home_glasses,design_wearlikelihoodrating_work_glasses,design_wearlikelihoodrating_social_glasses,design_wearlikelihoodrating_exercise_glasses,design_wearduration_glasses,design_restrict_glasses,design_difficulty_glasses,design_check_glasses,glasses_complete,hat_pin_timestamp,design_appearance_glasses_hatpin,design_wearlikelihoodrating_public_glasses_hatpin,attentioncheck_03,design_wearlikelihoodrating_home_glasses_hatpin,design_wearlikelihoodrating_work_glasses_hatpin,design_wearlikelihoodrating_social_glasses_hatpin,design_wearlikelihoodrating_exercise_glasses_hatpin,design_wearduration_glasses_hatpin,design_restrict_glasses_hatpin,design_difficulty_glasses_hatpin,design_check_glasses_hatpin,hat_pin_complete,neck_loop_timestamp,design_appearance_neckloop,design_wearlikelihoodrating_public_neckloop,design_wearlikelihoodrating_home_neckloop,design_wearlikelihoodrating_work_neckloop,design_wearlikelihoodrating_social_neckloop,design_wearlikelihoodrating_exercise_neckloop,design_wearduration_neckloop,design_restrict_neckloop,design_difficulty_neckloop,design_check_neckloop,neck_loop_complete,chest_pin_timestamp,design_appearance_chestpin,design_wearlikelihoodrating_public_chestpin,design_wearlikelihoodrating_home_chestpin,design_wearlikelihoodrating_work_chestpin,design_wearlikelihoodrating_social_chestpin,design_wearlikelihoodrating_exercise_chestpin,design_wearduration_chestpin,design_restrict_chestpin,design_difficulty_chestpin,design_check_chestpin,chest_pin_complete,necklace_timestamp,design_appearance_necklace,design_wearlikelihoodrating_public_necklace,design_wearlikelihoodrating_home_necklace,design_wearlikelihoodrating_work_necklace,design_wearlikelihoodrating_social_necklace,design_wearlikelihoodrating_exercise_necklace,design_wearduration_necklace,design_restrict_necklace,design_difficulty_necklace,design_check_necklace,necklace_complete,sleeve_collar_timestamp,design_appearance_sleevecollar,design_wearlikelihoodrating_public_sleevecollar,design_wearlikelihoodrating_home_sleevecollar,design_wearlikelihoodrating_work_sleevecollar,design_wearlikelihoodrating_social_sleevecollar,design_wearlikelihoodrating_exercise_sleevecollar,design_wearduration_sleevecollar,design_restrict_sleevecollar,design_difficulty_sleevecollar,design_check_sleevecollar,sleeve_collar_complete,other_designs_timestamp,design_openended,design_feedback,other_designs_complete,completion_screen_timestamp,completion_screen_complete
122,,12.01.24 12:03,,,,1,1,2,12.01.24 12:04,18,1,1,,0,291,1,9,2,,,,,,,,,,,,0,12.01.24 12:08,4,4,5,3,3,5,4,5,When it wouldn't fit my outfit ,On the wrist,2,12.01.24 12:09,6,6,3,5,19,5,4,6,2,when you are going to wear a scarf or jewellery ,"under neck, on the part of the T-shirt",2,12.01.24 12:11,1,3,3,3,2,1,1,7,Cause some of the people don't wear glasses at all,The light logger is placed on the glasses,2,12.01.24 12:13,3,3,4,3,3,4,1,2,4,"Cause this hat with light logger can fit more for men, than for woman",The light logger is placed on the left side of the hat,2,12.01.24 12:14,6,5,4,6,7,4,5,1,It doesn't look like a casual outfit,The light logger is placed around the neck,2,12.01.24 12:17,7,7,6,6,6,4,6,1,I can't find a situation where it can be difficult,The light logger is placed on the T-shirt,2,12.01.24 12:19,3,3,2,3,4,1,2,6,"Cause it looks like difficult to wear, and looks  more like accessories for a few events",The lighter body is like the neckless on a T-shirt,2,12.01.24 12:21,2,3,1,1,1,1,1,7,It can be difficult in winter or just in cold weather,The light logger is placed on the arm,2,12.01.24 12:22,"Combine light sensors with other biometric sensors (e.g., heart rate, temperature) to provide a more comprehensive health monitoring solution.",Use biocompatible materials to ensure comfort and reduce the risk of skin irritation.,2,12.01.24 12:23,2
123,,12.01.24 12:03,,,,1,1,2,12.01.24 12:04,24,2,1,,0,197,1,9,2,,,,,,,,,,,,0,12.01.24 12:07,5,6,4,5,6,3,6,1,cooking,light logger is in the same position of clock on the wrist,2,12.01.24 12:08,4,5,7,6,19,5,7,7,1,none,"logger is placed on the T-shirt, next to the neck",2,12.01.24 12:10,3,5,2,3,5,3,3,1,if I play contact sports such as basket,on the left side of glasses,2,12.01.24 12:11,4,5,4,6,5,6,6,5,1,none,"logger is at the end of the hat, next eyes",2,12.01.24 12:12,5,6,6,5,5,5,6,1,none,"logger is on the T-shirt, around the neck",2,12.01.24 12:13,6,7,7,7,7,7,7,1,none,logger is on the left part of the chest,2,12.01.24 12:15,5,6,6,6,6,4,6,1,none,logger is around the neck,2,12.01.24 12:16,4,4,6,5,4,5,7,1,none,it's around the upper part of my arm,2,12.01.24 12:18,On the visor of the cap,-,2,12.01.24 12:18,2
124,,12.01.24 12:03,,,,1,1,2,12.01.24 12:04,23,2,1,,0,197,3,9,2,,,,,,,,,,,,0,12.01.24 12:06,4,6,6,6,4,5,7,1,I don't think it might be difficult,Like a watch,2,12.01.24 12:08,3,3,5,5,19,2,4,6,2,It might fall off during some activity that requires a lot of movement,Clipped to the edge of the shirt,2,12.01.24 12:10,4,4,5,5,2,3,5,3,"During activities that require movement, the placement seems to be heavy",Mounted on glasses,2,12.01.24 12:11,5,5,4,3,5,3,4,4,2,Being indoor,Mounted on the hat,2,12.01.24 12:12,1,1,3,2,1,1,3,4,Not being sit,Around the neck,2,12.01.24 12:13,4,3,5,5,2,3,5,1,I don't think it can cause problems,Pinned to the chest,2,12.01.24 12:13,4,5,6,4,2,2,5,4,"Running, moving a lot",Mounted on a necklace,2,12.01.24 12:14,1,1,1,2,1,1,2,4,"I think it might be uncomfortable, so in every situation",As a sleeve,2,12.01.24 12:15,"I think the clock one is the most practical, in particular if it can implement the clock funcion",No,2,,0
125,,12.01.24 12:03,,,,1,1,2,12.01.24 12:04,42,2,1,,0,351,4,9,2,,,,,,,,,,,,0,12.01.24 12:07,3,2,4,2,3,6,3,1,sport practice like climbing or swimming,wrist,2,12.01.24 12:08,3,4,5,2,19,1,6,3,2,when shirtless,collar,2,12.01.24 12:09,1,1,1,1,1,1,1,7,any situation,face,2,12.01.24 12:11,3,2,4,1,1,1,1,1,4,when it's hot outside,head,2,12.01.24 12:13,4,5,4,1,2,5,3,1,in office,neck,2,12.01.24 12:14,5,5,5,4,4,5,4,1,when shirtless,chest,2,12.01.24 12:15,4,4,3,2,3,5,3,1,outdoor sport practice like rock climbing,chest,2,12.01.24 12:16,5,5,5,5,4,6,4,1,in office outfit,arm,2,12.01.24 12:20,small waterproof sticker ,great idea specialy for long time sun exposure in outdoor activities ,2,,0
126,,12.01.24 12:04,,,,1,1,2,12.01.24 12:04,26,1,1,,0,294,4,9,2,,,,,,,,,,,,0,12.01.24 12:06,3,1,2,2,2,4,1,3,anything that involves using the hands and arms,in the wrist,2,12.01.24 12:08,4,5,3,4,19,5,5,4,1,maybe when wearing a scarf,"near the neck, on the clothes",2,12.01.24 12:09,4,1,1,4,1,1,3,5,for people who don't wear glasses...they wouldn't wear glasses just for the light sensor,on the glasses,2,12.01.24 12:10,4,3,4,2,2,2,4,2,5,when not wearing a hat/cap,"on the head, in the hat/cap",2,12.01.24 12:11,5,5,3,5,5,5,5,2,if people are not used to wear necklaces/scarves,"on the neck, like a nekclace",2,12.01.24 12:13,5,5,3,5,5,6,5,2,"maybe in some type of clothes (clothes that are too loose, too tight, mught be uncomfortable)","on the chest, on the clothes",2,12.01.24 12:13,5,5,3,5,5,4,5,2,if people don't like wearing necklaces,"around the neck, like a necklace",2,12.01.24 12:14,3,1,1,1,1,5,1,6,"usually people only wear this type of thing during exercise, it's not comfortable",around the arm,2,12.01.24 12:16,"earring, rings, hairpieces (like hairclips, or similar)",very interesting survey (:,2,,0
127,,12.01.24 12:04,,,,1,1,2,12.01.24 12:04,44,2,1,,0,291,4,9,2,,,,,,,,,,,,0,12.01.24 12:19,4,5,5,4,4,6,4,3,"Sleeping, cooking","The location on the wrist is correct. The sensor resembles a smartwatch, so it is visually acceptable.",2,12.01.24 12:21,3,3,3,2,19,3,2,2,6,All activities,It can damage clothes and can cause discomfort.,2,12.01.24 12:23,5,4,5,4,4,3,4,4,"Sleeping, swimming, playing football",Not everyone wears or likes glasses.,2,12.01.24 12:25,4,5,4,1,3,4,4,4,4,Home activities and sunny-weather activities.,"In general, the idea of a sensor on a cap is good, but not during the whole year.",2,12.01.24 12:27,5,5,3,4,4,3,4,2,Resting in a reclining position.,The eye-pleasing design is acceptable. Do not let it resemble a dog collar.,2,12.01.24 12:30,5,5,5,5,4,5,6,2,Formal meetings with formal attire. ,The most versatile idea for such a sensor. ,2,12.01.24 12:32,5,5,5,5,4,2,5,2,Formal meetings with formal attire. ,"A very neutral design, excluding formal meetings.",2,12.01.24 12:34,6,6,6,6,5,7,6,1,N/A,This solution is a very good one that does not restrict movement. Not suitable for wearing with long sleeves.,2,12.01.24 12:37,"A shoelace-mounted clip similar to distance sensors or a sensor in the form of a belt, e.g. for trousers.",N/A,2,,0
128,,12.01.24 12:04,,,,1,1,2,12.01.24 12:05,32,2,1,,0,352,3,9,2,,,,,,,,,,,,0,12.01.24 12:10,5,4,4,4,4,5,2,2,  At times when I have to wash dishes or some other tasks that requires hands and wrists in contact with liquids,"On the wrist, as if I were wearing a watch",2,12.01.24 12:12,4,3,4,4,19,3,4,1,3,In situations where I cannot wear clothing and have the device clipped to the item of clothing,On the collar of the shirt,2,12.01.24 12:15,5,5,5,5,5,1,3,3,"In situations where are a strong air present, for example, when riding a motorcycle or submerging in water.",As if I were wearing glasses or sunglasses,2,12.01.24 12:17,3,3,4,4,4,2,2,1,2,At times when the weather is not good enough to wear this type of hats  ,As a hat,2,12.01.24 12:19,5,5,5,5,5,5,7,1,"I don't think there is a situation in which I can't carry the device, I think this would be the most correct way to be able to carry it.",Hanging on the neck,2,12.01.24 12:21,3,3,3,3,3,3,1,6,"When it is not possible to wear a T-shirt, for example when bathing"," Fastened to the shirt at chest level, as if it were a pin",2,12.01.24 12:23,7,7,7,7,7,7,7,1,"I think this would be the most correct way to carry the device, since it gives you the freedom to perform any task without it bothering you.",Hanging around the neck like a pendant,2,12.01.24 12:26,4,4,4,4,4,4,2,2,When I have to do heavy exercises and require my biceps to be free of any object that is pressing me on,Fastened at the bicep,2,12.01.24 12:27,"I think that an alternative way would be to carry an application on the smartphone, which can perform the same function.",No.,2,12.01.24 12:28,2
129,,12.01.24 12:04,,,,1,1,2,12.01.24 12:04,29,2,1,,1,291,4,9,2,,,,,,,,,,,,0,12.01.24 12:07,3,3,4,3,3,1,6,3,"at gym, swimming, sleeping",like a wristwatch,2,12.01.24 12:09,2,1,3,1,19,1,1,1,1,It is not aesthetically cool. That's why I don't want on wearing it at all,like a microphone,2,12.01.24 12:10,1,1,1,1,1,1,1,1,Difficult to wear whenever I'm active,like a glasses,2,12.01.24 12:11,1,1,1,1,1,1,1,1,1,"It can only be wear when walking outside, it looks terrible on everything else.",like a hard hat,2,12.01.24 12:12,1,1,1,1,1,1,1,1,swimming,an extra on the collar of the outfit,2,12.01.24 12:14,4,4,6,3,4,1,6,2,swimming,tape used to cover the brand of clothing,2,12.01.24 12:14,1,1,1,1,1,1,1,1,I dont think its difficult but I hate the necklace,like the necklace,2,12.01.24 12:16,3,3,5,2,2,3,4,2,In environments where I need to be stylish,armband,2,12.01.24 12:17,It could be something that gets caught in the shoe.,"I have no, thanks",2,12.01.24 12:17,2
130,,12.01.24 12:04,,,,1,1,2,12.01.24 12:05,30,1,1,,1,347,3,9,2,,,,,,,,,,,,0,12.01.24 12:09,5,5,6,6,5,6,3,1,In daylight or were there is a high density of light,wrist,2,12.01.24 12:11,3,3,5,2,19,3,3,2,6,in daylight or anywhere,collar,2,12.01.24 12:12,4,3,4,2,3,2,1,7,anywhere,eyes,2,12.01.24 12:14,5,5,4,5,3,4,3,1,1,in a sunny weather,head,2,12.01.24 12:15,5,5,5,3,5,3,1,3,in daylight,neck,2,12.01.24 12:16,5,5,6,4,6,3,7,1,not anywhere,chest,2,12.01.24 12:18,5,5,6,3,6,1,3,3,gym and working,neck,2,12.01.24 12:19,4,5,5,4,5,3,4,4,gym,sleeve,2,12.01.24 12:21,on a pocket of your trouser.,no,2,12.01.24 12:21,2
131,,12.01.24 12:04,,,,1,1,2,12.01.24 12:05,35,1,1,,0,197,3,9,2,,,,,,,,,,,,0,12.01.24 12:09,3,1,1,1,1,1,1,1,"The main point is: if it is just a ligh logger, I will never use it because I already use a swatch so I can imagine myself with two different wearable. Focusing on this specific question, I think that if we are already used to wear smartwatch, there aren't difficult situation. Pheraps in the sea or in a swimming pool, but I think that it will be waterproof, isn't?","The light logger must be placed at your wrist, indifferently on the left or right wrist.",2,12.01.24 12:13,2,1,3,3,19,1,3,3,3,"I think that it can be difficult if I'm doing physical exercise, because the likelihood to lost it is surely higher. Moreover, it can't be used if you are wearing a jumper or a coat, in general any clothes that hasn't a 'linear' collar.",The light logger must be placed in your t-shirt collar.,2,12.01.24 12:16,1,1,1,1,1,1,1,1,"If I don't need wearing glasses to see, I can use it only when I use sunglasses.  And if I need to wear glasses to see, I think that this type of light logger can be annoying in any situations.",The ligh logger must be placed on your glasses arm.,2,12.01.24 12:18,3,1,4,1,1,1,1,1,3,"As for glasses, I not wear a cap in any situations of my life. I can use it just if it's cold and I'm outside.",The light logger must be placed on the line of you cap.,2,12.01.24 12:19,1,1,1,1,1,1,1,5,This type of ligh logger can be lost anytime moving around both for a 'classic' walk and during exerices. It is almost always diffucult to weat it!,The ligh logger must be placed around your neck.,2,12.01.24 12:21,4,3,3,3,2,2,2,3,"I think that in this way it can be lost. Moreover it must be 'pinned' on a t-shirt or similar, I can't pin it on a coat. So it can be used inside, and not outside. During exercise can be diffucult because if you are using some specific equipment it can 'conflict' with light logger",The light logger must be pinned to your t-shirt over your heart.,2,12.01.24 12:46,1,1,1,1,1,1,1,6,"There are many situations in which it could be difficult to wear this type of ligh logger: for example in bycicle because this 'necklace' light logger will move around and not stay fixed on the t-shirt. This is the main reason because it could be difficult to use it in many situation, even on dinner or launch, there is the risk to dip it in your soup!",The ligh logger must be used as a necklace.,2,12.01.24 12:49,4,2,3,1,1,3,2,4,"As for the first type of light logger, the point is: will it be just to light detection or this can be just one more functionality of a different kind of wearable? For example, if it is integrated in a sport wearable, it can be useful and not difficult to use. If I must wear it specifically, I think that in the most of public occasions it will be difficult to use it (for a fashion reason)",This ligh logger must be weared on your forearm,2,12.01.24 12:51,"Surely the best way is the wrist type, if this functionality will be integrated in smart watches or fitness tracker. It is the most 'lightable' part of human body, without notch fashion aspect. Probably, if the technology has reach this level, a finger ring can be also a good solution.",No,2,12.01.24 12:51,2
132,,12.01.24 12:04,,,,1,1,2,12.01.24 12:05,35,1,1,,0,185,4,9,2,,,,,,,,,,,,0,12.01.24 12:18,3,3,5,4,3,6,5,2,"housework, , sleeping",wrist,2,12.01.24 12:21,4,3,5,3,19,3,5,5,2,out of the house would look quite weir wearing this,on the chest,2,12.01.24 12:22,4,4,3,3,3,3,3,4,"i wear glasses all the time, for me it wouldn't be difficult",glasses,2,12.01.24 12:25,2,2,4,2,1,2,1,1,5,it looks really weird wearing this on a hat. And when the weather is warm its really inpractical,head,2,12.01.24 12:27,4,4,5,4,4,5,6,2,don't have an answer,shoulders,2,12.01.24 12:27,5,5,5,5,5,5,6,1,maybe in formal situations,chest,2,12.01.24 12:29,5,5,6,4,5,6,6,1,formal situations,chest,2,12.01.24 12:32,5,5,6,4,5,6,5,2,don't have an answer,arm,2,12.01.24 12:33,no,no,2,12.01.24 12:33,2
133,,12.01.24 12:04,,,,1,1,2,12.01.24 12:05,34,1,1,,1,149,4,9,2,,,,,,,,,,,,0,12.01.24 12:11,5,5,4,5,5,3,4,3,sports (especially yoga and pilates),wrist,2,12.01.24 12:17,3,3,4,3,19,3,5,4,1,"hard to name any, as position of the light logger is quite good",chest,2,12.01.24 12:21,4,3,3,4,3,1,2,5,"gym, active leisure, if you have poor eyesight and wear glasses",eyes area,2,12.01.24 12:22,4,5,4,4,4,5,4,3,1,none,side of the head,2,12.01.24 12:24,5,5,5,5,5,2,4,2,gym,around the neck,2,12.01.24 12:25,5,5,5,5,5,5,4,1,"none, this the best position so far",breast,2,12.01.24 12:26,4,4,4,5,4,3,4,2,sports,around the neck,2,12.01.24 12:27,4,4,3,5,4,6,4,1,none,right or left hand,2,12.01.24 12:30,"Design a light logger in the form of a stylish piece of jewelry, such as a bracelet or pendant. ",N/A,2,12.01.24 12:30,2
134,,12.01.24 12:04,,,,1,1,2,12.01.24 12:06,27,3,0,Non-binary,0,165,6,9,2,,,,,,,,,,,,0,12.01.24 12:09,6,7,7,7,7,7,7,2,"Maybe during houshold tasks like washing the dishes or anything that contains water. Depending on wether it's waterproof or not, I would have to take it off. ","On the wrist, like a watch",2,12.01.24 12:11,3,4,4,4,19,3,3,3,6,I think I'd have sensory issues with this one. Feeling someting on this particular area on the body is nothing I'm used to and it probably would bother me. Also it'd be pretty visible for others because of the unusual placement. ,"On the neck, probably clipped on clothes",2,12.01.24 12:14,3,3,4,3,3,2,3,3,"Depending on what it would really look like it can easily mistaken for glasses with build-in camera. That could lead to problems. Also I'm not using glasses, so the feeling would bother me. It would be annoying with wearing masks, covid related. Also in the cold. And it's still pretty visible. ","On your nose and ears, like glasses",2,12.01.24 12:16,2,1,4,1,1,1,3,1,6,"First I need to wear a cap. In most of settings people are'nt wearing caps. And if so, this device probably is weighing a bit. I don't know how much, but depending on how much, that would be pretty annoying and really visible to others. Would not wear that.",On a cap/hat,2,12.01.24 12:20,3,4,4,4,4,4,3,5,"With this one I'm also not sure how much the sensory feeling would be of an issue. Also, the weight might be a problem again. But what would be a problem for sure is, since it needs to be exposed to light, you would have to change the position everytime you need to take off your jacket or whatever you are wearing. I think this would just be an unnecessary and annoying extra step to do. And - still depending on the weight, if it's just a little bit heavier, it could be a problem for people with chronic pain or pain in that particular region. It could also lead to more tension in this area, since it's such an unsual area to feel this form of weight. This could lead to neck or shoulder pain. ",around the neck to the chest,2,12.01.24 12:22,4,4,4,4,4,4,3,5,"Same problem with most of them: depending on the weight the sensory issues still occur. And could pull the shirt down, even if it's pretty light-weighted. I don't think it would look as inconspicuous as it does in the pictures. And same as before, you'd have to change the location of the device everytime you take off/putting on your jacket.",On a shirt in the chest area,2,12.01.24 12:25,5,5,5,5,5,1,4,5,"Still depending on weight if it's too much or not. I think this is socially more inconspicuous. During exercise it would be a problem because of the movement and of course depending on the kind of sport because it would be really dangerous or even forbidden, if you're training with a team. I personally would'nt like wearing something like that all the time. Also, you have to put it over your jacket if it needs to be exposed as much as possible. It would be pretty visible, especially in the winter. ",Like a chain around the neck,2,12.01.24 12:28,2,2,2,2,2,4,4,5,"I wouldn't want to wear anything in that particular area. Would feel like measuring blood pressure. Also really visible. It'd be more outlay to produce something like that because human beings have vary in their measurements. It should be accessible to all people, this won't be a good choice. Also: what to do, if you aren't wearing a shirt? I wouldn't want that over a hoodie or jacket. ",On your upper arm ,2,12.01.24 12:32,"The watch would be the only logical fit for me, considering it needs to be exposed to light for as many hours as possible, being accessible for as many people, as possible. It's a feeling most people know from their day to day life. But if it's designed for long-term wear, that might be a problem for some people. There probably should be more than one design available.   You could think about a wristband, less of a watch-like design. That would be accessible to wear even if you're wearing a watch at the same time. ",No,2,,0
135,,12.01.24 12:04,,,,1,1,2,12.01.24 12:05,21,2,1,,0,291,1,9,2,,,,,,,,,,,,0,12.01.24 12:08,5,5,6,4,3,4,5,3,"Hard excercises, official meetings ",on the wrist,2,12.01.24 12:11,3,4,5,2,19,2,5,4,3,"I think it looks weird, so activities like official meetings or even work or going out with friends",top of the t-shirt on your neck,2,12.01.24 12:14,3,4,5,3,3,2,3,5,"Usually, i'm not wearing glasses, so it would be hard for me in most of the activities. Swimming for example",on the side of your glasses next to ear,2,12.01.24 12:16,4,4,4,3,3,5,3,4,5,"working out, or inside activities, i do not like to wear a hat inside",on the side of hat,2,12.01.24 12:18,3,4,5,3,4,5,4,2,"official meetings, it looks weird but comfortable",around your neck,2,12.01.24 12:20,4,6,6,4,5,6,7,2,official meeteings,on the chest of the t-shirt,2,12.01.24 12:24,4,5,6,4,5,2,5,2,exercise,chain on your neck,2,12.01.24 12:27,3,4,5,2,2,5,3,5,"meetings, social life",around your arm,2,12.01.24 12:32,"I think the one on the chest and on the wrist would be the best for most of people, also the one on the glasses for people who normally wears them. I think maybe small logger around the ankle would be comfortable","No, thank you",2,12.01.24 12:32,2
136,,12.01.24 12:04,,,,1,1,2,12.01.24 12:05,22,1,1,,1,347,4,9,2,,,,,,,,,,,,0,12.01.24 12:06,4,5,3,5,4,5,5,3,"When wanting to wear a watch for exercise (such as Garmin or Apple Watch), as it doesn't seem to be multifunctional.",On the wrist,2,12.01.24 12:07,3,2,4,3,19,1,3,3,3,It seems strange to have a light logger attached to the shirt - wearing jerseys or coats would be difficult,"on the neckline of a shirt, by the neck",2,12.01.24 12:08,3,3,3,2,1,3,3,5,"I wear glasses, and having something in my peripheral vision/replacing my glasses would not be ideal",On the eyes like glasses,2,12.01.24 12:09,4,5,4,3,2,4,3,4,4,When not wanting to wear a head covering or being in a space where it is rude to do so.,On the head (a hat),2,12.01.24 12:10,2,2,3,3,1,3,2,3,When wearing jerseys or coats,Over the shoulders on a shirt,2,12.01.24 12:10,4,5,4,5,3,5,4,2,When wearing a jersey or coat,on the chest (where a shirt pocket would be),2,12.01.24 12:11,4,5,5,5,5,3,5,2,"Only when wearing something that would cover it, like a jersey or coat.",Over the neck,2,12.01.24 12:12,3,2,3,2,2,4,4,3,When wearing long sleeve clothing,Around the bicep,2,12.01.24 12:12,Potentially something that is extremely small and can be worn as a ring or bracelet where data is uploaded to an app.,No,2,,0
137,,12.01.24 12:05,,,,1,1,2,12.01.24 12:05,61,1,1,,1,347,3,9,2,,,,,,,,,,,,0,12.01.24 12:07,5,5,5,5,5,5,7,1,never?,on the wrist,2,12.01.24 12:08,5,5,5,5,19,5,5,7,1,it might become irritating,clipped to a shirt,2,12.01.24 12:08,3,4,4,4,3,3,4,2,it would become irritating,on spectacles,2,12.01.24 12:09,4,3,4,3,3,3,3,1,2,always. I don't wear caps,on a cap,2,12.01.24 12:10,3,3,5,5,3,3,3,2,cumbersome,around the neck,2,12.01.24 12:11,5,5,5,5,5,5,7,1,none,on a shirt,2,12.01.24 12:12,4,5,5,5,5,3,7,2,during exercise,as a necklace,2,12.01.24 12:12,4,5,5,5,5,5,7,1,none,as an armband ,2,12.01.24 12:13,"if small enough, as a ring?",none,2,12.01.24 12:13,2
138,,12.01.24 12:05,,,,1,1,2,12.01.24 12:05,25,2,1,,0,294,4,9,2,,,,,,,,,,,,0,12.01.24 12:07,5,3,6,3,3,5,5,2,For example the practice of some type of sport. Or in a formal setting,"The placemente is good, the logger is just really big",2,12.01.24 12:11,2,1,3,1,19,1,3,3,4,At work and when doing some sporty activity,"It's a difficult place cause everyone can see it, and it may not be the best place when you go to work on a casual or semi-casual style",2,12.01.24 12:15,2,2,5,1,1,1,2,1,If you don't wear glasses mainly,"It's not a good placement, but it will be evident to everyone and it might cause some problems on cafes or the street",2,12.01.24 12:19,1,1,4,1,1,2,1,1,1,"At home, work, social settings.  Since I work in a rather casual setting, I wouldn't use this at work at all and since me personally don't use caps or beanies it wouldn't make sense to use it just because and i live on a country with some cool weather so it might not be extremely cold to use it",I think everyone will notice and it might get alot of unwanted attention,2,12.01.24 12:21,5,6,6,5,5,2,4,3,"In extreme activities like working out, it might suit for running, but for example crossfit I dont feel like it would suit it  And depeding on the work style","Its a good place, depending on the color it can be used in alot of places",2,12.01.24 12:23,5,6,6,6,5,5,5,2,"In a social setting it might be weird if the person that I am with thinks that I'm recording her, and it also depends on the size of it and the thickness of the device","It's a good place, it might have some variables like size and all",2,12.01.24 12:24,6,5,7,5,5,1,4,2,Exercise cause it will be all over the place always moving and work ,"Its an interesting place, depends on size",2,12.01.24 12:31,5,5,6,5,6,7,4,3,"If it can work inside a long sleeve or something it will be the best , if not it might be difficult for work and on cold situations ",good placement specifically for sporty activities,2,12.01.24 12:34,Maybe a watch or something that could be attached to a watch.  Ring  Something unnoticeable for the shoe ,No,2,12.01.24 12:34,2
139,,12.01.24 12:05,,,,1,1,2,12.01.24 12:05,26,1,1,,0,291,1,9,2,,,,,,,,,,,,0,12.01.24 12:08,3,3,3,3,3,3,1,3,"at the pool, at tennis court",wrist,2,12.01.24 12:10,3,3,3,3,19,3,3,1,2,at the pool,neck,2,12.01.24 12:11,3,3,3,3,3,3,1,2,many sports activities where wearing glasses is forbidden,eyes,2,12.01.24 12:13,4,5,4,2,2,3,3,3,3,"during sports activities, during summer",head,2,12.01.24 12:14,3,3,3,3,3,3,1,3,during sport activities,neck,2,12.01.24 12:15,5,5,5,5,5,5,5,1,at the pool,chest,2,12.01.24 12:16,5,5,5,5,5,5,5,2,"at the pool, during sports activities",neck,2,12.01.24 12:16,3,3,3,3,3,3,1,2,"at the pool, during volleyball game",arm,2,12.01.24 12:17,on leg,no,2,,0
140,,12.01.24 12:05,,,,1,1,2,12.01.24 12:07,30,1,1,,1,347,4,9,2,,,,,,,,,,,,0,12.01.24 12:14,5,5,5,6,6,6,5,2,"Swimming sessions, going to a formal wear event. ",Like a wrist watch,2,12.01.24 12:18,3,3,5,3,19,2,5,2,2,Professional settings,Clipper on the neck collar ,2,12.01.24 12:21,4,5,5,4,5,2,4,3,"aerobics classes , While jogging.",Sticks to your spectacles or shades ,2,12.01.24 12:24,4,2,4,5,2,4,5,3,2,Meetings and formal events,You clip the pin to your hat or beanie ,2,12.01.24 12:29,3,3,4,2,4,2,2,3,"During exercise, meetings and any formal event that requires formal wear.",wrapped around your neck,2,12.01.24 12:32,5,5,5,4,5,4,4,2,Work presentations ,pin on the upper body,2,12.01.24 12:35,4,4,5,3,5,2,2,4,During any form of exercise,a necklace wrapped around your neck,2,12.01.24 12:37,5,5,5,4,6,5,4,1,In formal wear activities,A band around the arm,2,12.01.24 12:40,An Anklet that you wear around your ankle . As a belt Clipper that you pin on your belt. As a ring for your any of your fingers.,No Comment ,2,,0
